member_id,posture,start_time,end_time
test,DP,2023-11-26 17:43:00,2023-11-26 19:23:30
test,CP,2023-11-26 19:23:30,2023-11-26 21:04:00
test,DP,2023-11-26 21:04:00,2023-11-26 22:44:30
test,CP,2023-11-26 22:44:30,2023-11-27 00:25:00
test,CP,2023-11-27 21:41:00,2023-11-27 23:17:30
test,DP,2023-11-27 23:17:30,2023-11-28 00:54:00
test,CP,2023-11-28 00:54:00,2023-11-28 02:30:30
test,DP,2023-11-28 02:30:30,2023-11-28 04:07:00
test,CP,2023-11-28 04:07:00,2023-11-28 05:43:30
test,DP,2023-11-28 05:43:30,2023-11-28 07:20:00
test,CP,2023-11-28 19:38:00,2023-11-28 20:56:00
test,DP,2023-11-28 20:56:00,2023-11-28 22:14:00
test,CP,2023-11-28 22:14:00,2023-11-28 23:32:00
test,DP,2023-11-28 23:32:00,2023-11-29 00:50:00
test,CP,2023-11-29 00:50:00,2023-11-29 02:08:00
test,DP,2023-11-29 02:08:00,2023-11-29 03:26:00
test,CP,2023-11-29 03:26:00,2023-11-29 04:44:00
test,DP,2023-11-29 16:26:00,2023-11-29 22:18:20
test,CP,2023-11-29 22:18:20,2023-11-30 04:10:40
test,DP,2023-11-30 04:10:40,2023-11-30 10:03:00
test,CP,2023-11-30 19:54:00,2023-11-30 22:48:08
test,DP,2023-11-30 22:48:08,2023-12-01 01:42:17
test,CP,2023-12-01 01:42:17,2023-12-01 04:36:25
test,DP,2023-12-01 04:36:25,2023-12-01 07:30:34
test,CP,2023-12-01 07:30:34,2023-12-01 10:24:42
test,DP,2023-12-01 10:24:42,2023-12-01 13:18:51
test,CP,2023-12-01 13:18:51,2023-12-01 16:13:00
test,CP,2023-12-02 11:05:00,2023-12-02 16:09:20
test,DP,2023-12-02 16:09:20,2023-12-02 21:13:40
test,CP,2023-12-02 21:13:40,2023-12-03 02:18:00
test,CP,2023-12-03 15:16:00,2023-12-03 22:23:40
test,DP,2023-12-03 22:23:40,2023-12-04 05:31:20
test,CP,2023-12-04 05:31:20,2023-12-04 12:39:00
test,CP,2023-12-05 06:07:00,2023-12-05 08:06:34
test,DP,2023-12-05 08:06:34,2023-12-05 10:06:08
test,CP,2023-12-05 10:06:08,2023-12-05 12:05:42
test,DP,2023-12-05 12:05:42,2023-12-05 14:05:17
test,CP,2023-12-05 14:05:17,2023-12-05 16:04:51
test,DP,2023-12-05 16:04:51,2023-12-05 18:04:25
test,CP,2023-12-05 18:04:25,2023-12-05 20:03:59
test,CP,2023-12-06 15:43:00,2023-12-06 16:21:40
test,DP,2023-12-06 16:21:40,2023-12-06 17:00:20
test,CP,2023-12-06 17:00:20,2023-12-06 17:39:00
test,CP,2023-12-07 04:15:00,2023-12-07 07:06:00
test,DP,2023-12-07 07:06:00,2023-12-07 09:57:00
test,CP,2023-12-07 09:57:00,2023-12-07 12:48:00
test,DP,2023-12-07 12:48:00,2023-12-07 15:39:00
test,CP,2023-12-07 15:39:00,2023-12-07 18:30:00
test,CP,2023-12-07 23:01:00,2023-12-08 04:48:30
test,DP,2023-12-08 04:48:30,2023-12-08 10:36:00
test,CP,2023-12-08 10:36:00,2023-12-08 16:23:30
test,DP,2023-12-08 16:23:30,2023-12-08 22:11:00
test,CP,2023-12-09 17:57:00,2023-12-09 20:37:45
test,DP,2023-12-09 20:37:45,2023-12-09 23:18:30
test,CP,2023-12-09 23:18:30,2023-12-10 01:59:15
test,DP,2023-12-10 01:59:15,2023-12-10 04:40:00
test,DP,2023-12-11 02:27:00,2023-12-11 03:46:48
test,CP,2023-12-11 03:46:48,2023-12-11 05:06:36
test,DP,2023-12-11 05:06:36,2023-12-11 06:26:24
test,CP,2023-12-11 06:26:24,2023-12-11 07:46:12
test,DP,2023-12-11 07:46:12,2023-12-11 09:06:00
test,DP,2023-12-11 17:08:00,2023-12-11 19:32:48
test,CP,2023-12-11 19:32:48,2023-12-11 21:57:36
test,DP,2023-12-11 21:57:36,2023-12-12 00:22:24
test,CP,2023-12-12 00:22:24,2023-12-12 02:47:12
test,DP,2023-12-12 02:47:12,2023-12-12 05:12:00
test,DP,2023-12-12 13:04:00,2023-12-12 14:20:20
test,CP,2023-12-12 14:20:20,2023-12-12 15:36:40
test,DP,2023-12-12 15:36:40,2023-12-12 16:53:00
test,CP,2023-12-12 16:53:00,2023-12-12 18:09:20
test,DP,2023-12-12 18:09:20,2023-12-12 19:25:40
test,CP,2023-12-12 19:25:40,2023-12-12 20:42:00
test,CP,2023-12-13 00:11:00,2023-12-13 04:45:15
test,DP,2023-12-13 04:45:15,2023-12-13 09:19:30
test,CP,2023-12-13 09:19:30,2023-12-13 13:53:45
test,DP,2023-12-13 13:53:45,2023-12-13 18:28:00
test,CP,2023-12-14 04:56:00,2023-12-14 06:43:30
test,DP,2023-12-14 06:43:30,2023-12-14 08:31:00
test,CP,2023-12-14 08:31:00,2023-12-14 10:18:30
test,DP,2023-12-14 10:18:30,2023-12-14 12:06:00
test,CP,2023-12-14 12:06:00,2023-12-14 13:53:30
test,DP,2023-12-14 13:53:30,2023-12-14 15:41:00
test,DP,2023-12-15 07:33:00,2023-12-15 13:56:00
test,CP,2023-12-15 13:56:00,2023-12-15 20:19:00
test,DP,2023-12-15 20:19:00,2023-12-16 02:42:00
test,DP,2023-12-16 03:13:00,2023-12-16 04:31:30
test,CP,2023-12-16 04:31:30,2023-12-16 05:50:00
test,DP,2023-12-16 05:50:00,2023-12-16 07:08:30
test,CP,2023-12-16 07:08:30,2023-12-16 08:27:00
test,DP,2023-12-16 08:27:00,2023-12-16 09:45:30
test,CP,2023-12-16 09:45:30,2023-12-16 11:04:00
test,CP,2023-12-17 05:04:00,2023-12-17 08:01:48
test,DP,2023-12-17 08:01:48,2023-12-17 10:59:36
test,CP,2023-12-17 10:59:36,2023-12-17 13:57:24
test,DP,2023-12-17 13:57:24,2023-12-17 16:55:12
test,CP,2023-12-17 16:55:12,2023-12-17 19:53:00
test,DP,2023-12-17 22:09:00,2023-12-18 00:23:10
test,CP,2023-12-18 00:23:10,2023-12-18 02:37:20
test,DP,2023-12-18 02:37:20,2023-12-18 04:51:30
test,CP,2023-12-18 04:51:30,2023-12-18 07:05:40
test,DP,2023-12-18 07:05:40,2023-12-18 09:19:50
test,CP,2023-12-18 09:19:50,2023-12-18 11:34:00
test,DP,2023-12-18 16:02:00,2023-12-18 17:22:42
test,CP,2023-12-18 17:22:42,2023-12-18 18:43:25
test,DP,2023-12-18 18:43:25,2023-12-18 20:04:08
test,CP,2023-12-18 20:04:08,2023-12-18 21:24:51
test,DP,2023-12-18 21:24:51,2023-12-18 22:45:34
test,CP,2023-12-18 22:45:34,2023-12-19 00:06:17
test,DP,2023-12-19 00:06:17,2023-12-19 01:27:00
test,DP,2023-12-20 00:58:00,2023-12-20 03:39:15
test,CP,2023-12-20 03:39:15,2023-12-20 06:20:30
test,DP,2023-12-20 06:20:30,2023-12-20 09:01:45
test,CP,2023-12-20 09:01:45,2023-12-20 11:43:00
test,CP,2023-12-20 17:01:00,2023-12-20 18:33:17
test,DP,2023-12-20 18:33:17,2023-12-20 20:05:34
test,CP,2023-12-20 20:05:34,2023-12-20 21:37:51
test,DP,2023-12-20 21:37:51,2023-12-20 23:10:08
test,CP,2023-12-20 23:10:08,2023-12-21 00:42:25
test,DP,2023-12-21 00:42:25,2023-12-21 02:14:42
test,CP,2023-12-21 02:14:42,2023-12-21 03:46:59
test,DP,2023-12-22 03:34:00,2023-12-22 07:02:40
test,CP,2023-12-22 07:02:40,2023-12-22 10:31:20
test,DP,2023-12-22 10:31:20,2023-12-22 14:00:00
test,CP,2023-12-22 14:56:00,2023-12-22 18:34:45
test,DP,2023-12-22 18:34:45,2023-12-22 22:13:30
test,CP,2023-12-22 22:13:30,2023-12-23 01:52:15
test,DP,2023-12-23 01:52:15,2023-12-23 05:31:00
test,DP,2023-12-23 16:05:00,2023-12-23 16:15:51
test,CP,2023-12-23 16:15:51,2023-12-23 16:26:42
test,DP,2023-12-23 16:26:42,2023-12-23 16:37:34
test,CP,2023-12-23 16:37:34,2023-12-23 16:48:25
test,DP,2023-12-23 16:48:25,2023-12-23 16:59:17
test,CP,2023-12-23 16:59:17,2023-12-23 17:10:08
test,DP,2023-12-23 17:10:08,2023-12-23 17:20:59
test,CP,2023-12-24 06:06:00,2023-12-24 06:52:30
test,DP,2023-12-24 06:52:30,2023-12-24 07:39:00
test,CP,2023-12-24 07:39:00,2023-12-24 08:25:30
test,DP,2023-12-24 08:25:30,2023-12-24 09:12:00
test,CP,2023-12-24 21:55:00,2023-12-24 23:50:12
test,DP,2023-12-24 23:50:12,2023-12-25 01:45:24
test,CP,2023-12-25 01:45:24,2023-12-25 03:40:36
test,DP,2023-12-25 03:40:36,2023-12-25 05:35:48
test,CP,2023-12-25 05:35:48,2023-12-25 07:31:00
test,CP,2023-12-25 12:50:00,2023-12-25 16:00:10
test,DP,2023-12-25 16:00:10,2023-12-25 19:10:20
test,CP,2023-12-25 19:10:20,2023-12-25 22:20:30
test,DP,2023-12-25 22:20:30,2023-12-26 01:30:40
test,CP,2023-12-26 01:30:40,2023-12-26 04:40:50
test,DP,2023-12-26 04:40:50,2023-12-26 07:51:00
test,CP,2023-12-26 17:32:00,2023-12-26 21:16:00
test,DP,2023-12-26 21:16:00,2023-12-27 01:00:00
test,CP,2023-12-27 01:00:00,2023-12-27 04:44:00
test,DP,2023-12-27 04:44:00,2023-12-27 08:28:00
test,DP,2023-12-28 01:41:00,2023-12-28 04:20:30
test,CP,2023-12-28 04:20:30,2023-12-28 07:00:00
test,DP,2023-12-28 07:00:00,2023-12-28 09:39:30
test,CP,2023-12-28 09:39:30,2023-12-28 12:19:00
test,DP,2023-12-28 12:19:00,2023-12-28 14:58:30
test,CP,2023-12-28 14:58:30,2023-12-28 17:38:00
test,DP,2023-12-29 11:38:00,2023-12-29 12:07:00
test,CP,2023-12-29 12:07:00,2023-12-29 12:36:00
test,DP,2023-12-29 12:36:00,2023-12-29 13:05:00
test,CP,2023-12-29 13:05:00,2023-12-29 13:34:00
test,DP,2023-12-29 13:34:00,2023-12-29 14:03:00
test,CP,2023-12-29 14:03:00,2023-12-29 14:32:00
test,DP,2023-12-29 14:32:00,2023-12-29 15:01:00
test,CP,2023-12-30 07:32:00,2023-12-30 10:15:00
test,DP,2023-12-30 10:15:00,2023-12-30 12:58:00
test,CP,2023-12-30 12:58:00,2023-12-30 15:41:00
test,DP,2023-12-30 15:41:00,2023-12-30 18:24:00
test,CP,2023-12-30 18:24:00,2023-12-30 21:07:00
test,DP,2023-12-30 21:07:00,2023-12-30 23:50:00
test,CP,2023-12-31 16:28:00,2023-12-31 18:58:25
test,DP,2023-12-31 18:58:25,2023-12-31 21:28:51
test,CP,2023-12-31 21:28:51,2023-12-31 23:59:17
test,DP,2023-12-31 23:59:17,2024-01-01 02:29:42
test,CP,2024-01-01 02:29:42,2024-01-01 05:00:08
test,DP,2024-01-01 05:00:08,2024-01-01 07:30:34
test,CP,2024-01-01 07:30:34,2024-01-01 10:01:00
test,CP,2024-01-02 06:35:00,2024-01-02 06:46:17
test,DP,2024-01-02 06:46:17,2024-01-02 06:57:34
test,CP,2024-01-02 06:57:34,2024-01-02 07:08:51
test,DP,2024-01-02 07:08:51,2024-01-02 07:20:08
test,CP,2024-01-02 07:20:08,2024-01-02 07:31:25
test,DP,2024-01-02 07:31:25,2024-01-02 07:42:42
test,CP,2024-01-02 07:42:42,2024-01-02 07:53:59
test,DP,2024-01-03 00:00:00,2024-01-03 01:15:50
test,CP,2024-01-03 01:15:50,2024-01-03 02:31:40
test,DP,2024-01-03 02:31:40,2024-01-03 03:47:30
test,CP,2024-01-03 03:47:30,2024-01-03 05:03:20
test,DP,2024-01-03 05:03:20,2024-01-03 06:19:10
test,CP,2024-01-03 06:19:10,2024-01-03 07:35:00
